abalienacijskega | ABALIENACIJSKI
transcendenčnemu | TRANSCENDENČEN - nanašajoč se na transcendenco
transcendenčnima | TRANSCENDENČEN - nanašajoč se na transcendenco
transcendenčnimi | TRANSCENDENČEN - nanašajoč se na transcendenco
transcendenčnost | [pravopis]
transcendentalen | ki presega naravno, zemeljsko
transcendentalna | TRANSCENDENTALEN - ki presega naravno, zemeljsko
transcendentalne | TRANSCENDENTALEN - ki presega naravno, zemeljsko
transcendentalni | TRANSCENDENTALEN - ki presega naravno, zemeljsko
transcendentalno | TRANSCENDENTALEN - ki presega naravno, zemeljsko
transcendentnega | TRANSCENDENTEN - ki presega izkustvo, zavest
transcendentnemu | TRANSCENDENTEN - ki presega izkustvo, zavest
transcendentnima | TRANSCENDENTEN - ki presega izkustvo, zavest
transcendentnimi | TRANSCENDENTEN - ki presega izkustvo, zavest
transcendentnost | lastnost, značilnost transcendentnega
transcendirajoča | TRANSCENDIRATI - segati čez meje česa in biti temu zato nedostopen, nespoznaven, presegati
transcendirajoče | TRANSCENDIRATI - segati čez meje česa in biti temu zato nedostopen, nespoznaven, presegati
transcendirajoči | TRANSCENDIRATI - segati čez meje česa in biti temu zato nedostopen, nespoznaven, presegati
transcendirajočo | TRANSCENDIRATI - segati čez meje česa in biti temu zato nedostopen, nespoznaven, presegati
transcendiranjem | TRANSCENDIRANJE - glagolnik od transcendirati
transcendiranjih | TRANSCENDIRANJE - glagolnik od transcendirati
transfiguracijah | TRANSFIGURACIJA - [sinonimni]
transfiguracijam | TRANSFIGURACIJA - [sinonimni]
transfigurirajmo | TRANSFIGURIRATI - (umetniško) preoblikovati, spremeniti
transfigurirajta | TRANSFIGURIRATI - (umetniško) preoblikovati, spremeniti
transfigurirajte | TRANSFIGURIRATI - (umetniško) preoblikovati, spremeniti
transfigurirajva | TRANSFIGURIRATI - (umetniško) preoblikovati, spremeniti
transfiguriranem | TRANSFIGURIRATI - (umetniško) preoblikovati, spremeniti
transfiguriranih | TRANSFIGURIRATI - (umetniško) preoblikovati, spremeniti
transfiguriranim | TRANSFIGURIRATI - (umetniško) preoblikovati, spremeniti
transformacijama | TRANSFORMACIJA
transformacijami | TRANSFORMACIJA
transformacijska | TRANSFORMACIJSKI - nanašajoč se na transformacijo
transformacijske | TRANSFORMACIJSKI - nanašajoč se na transformacijo
transformacijski | nanašajoč se na transformacijo
transformacijsko | TRANSFORMACIJSKI - nanašajoč se na transformacijo
transformativnem | TRANSFORMATIVEN - nanašajoč se na transformacijo
transformativnih | TRANSFORMATIVEN - nanašajoč se na transformacijo
transformativnim | TRANSFORMATIVEN - nanašajoč se na transformacijo
transformatorjem | TRANSFORMATOR - naprava iz železnega jedra in navitja za spreminjanje izmenične napetosti
transformatorjev | TRANSFORMATOR - naprava iz železnega jedra in navitja za spreminjanje izmenične napetosti
transformatorjih | TRANSFORMATOR - naprava iz železnega jedra in navitja za spreminjanje izmenične napetosti
transformatorska | TRANSFORMATORSKI - nanašajoč se na transformator
transformatorske | TRANSFORMATORSKI - nanašajoč se na transformator
transformatorski | nanašajoč se na transformator
transformatorsko | TRANSFORMATORSKI - nanašajoč se na transformator
transformiranega | TRANSFORMIRATI
transformiranemu | TRANSFORMIRATI
transformiranima | TRANSFORMIRATI
transformiranimi | TRANSFORMIRATI
transformirankah | TRANSFORMIRANKA - [avt.]
transformirankam | TRANSFORMIRANKA - [avt.]
transfuziologija | veda v medicini, ki se ukvarja z odvzemanjem, pripravo in posredovanjem krvi ali njenih sestavin
transfuziologije | TRANSFUZIOLOGIJA - veda v medicini, ki se ukvarja z odvzemanjem, pripravo in posredovanjem krvi ali njenih sestavin
transfuziologiji | TRANSFUZIOLOGIJA - veda v medicini, ki se ukvarja z odvzemanjem, pripravo in posredovanjem krvi ali njenih sestavin
transfuziologijo | TRANSFUZIOLOGIJA - veda v medicini, ki se ukvarja z odvzemanjem, pripravo in posredovanjem krvi ali njenih sestavin
transfuziologinj | TRANSFUZIOLOGINJA - [pravopis]
transfuziologoma | TRANSFUZIOLOG - [pravopis]
transgresijskega | TRANSGRESIJSKI - [geol.] v zvezi »transgresijski ciklus«: zaporedje odlaganja sedimentov zaradi poplavljanja morja
transgresijskemu | TRANSGRESIJSKI - [geol.] v zvezi »transgresijski ciklus«: zaporedje odlaganja sedimentov zaradi poplavljanja morja
transgresijskima | TRANSGRESIJSKI - [geol.] v zvezi »transgresijski ciklus«: zaporedje odlaganja sedimentov zaradi poplavljanja morja
transgresijskimi | TRANSGRESIJSKI - [geol.] v zvezi »transgresijski ciklus«: zaporedje odlaganja sedimentov zaradi poplavljanja morja
transistorirajmo | TRANZISTORIRATI - opremiti s tranzistorji
transistorirajta | TRANZISTORIRATI - opremiti s tranzistorji
transistorirajte | TRANZISTORIRATI - opremiti s tranzistorji
transistorirajva | TRANZISTORIRATI - opremiti s tranzistorji
transistoriranem | TRANZISTORIRATI - opremiti s tranzistorji
transistoriranih | TRANZISTORIRATI - opremiti s tranzistorji
transistoriranim | TRANZISTORIRATI - opremiti s tranzistorji
transistoriziraj | TRANZISTORIZIRATI - opremiti s tranzistorji
transistoriziral | TRANZISTORIZIRATI - opremiti s tranzistorji
transistoriziram | TRANZISTORIZIRATI - opremiti s tranzistorji
transistoriziran | TRANZISTORIZIRATI - opremiti s tranzistorji
transistoriziraš | TRANZISTORIZIRATI - opremiti s tranzistorji
transistorizirat | TRANZISTORIZIRATI - opremiti s tranzistorji
transkribiranega | TRANSKRIBIRATI - zapisati črke, znake s črkami, znaki drugačnega sistema
transkribiranemu | TRANSKRIBIRATI - zapisati črke, znake s črkami, znaki drugačnega sistema
transkribiranima | TRANSKRIBIRATI - zapisati črke, znake s črkami, znaki drugačnega sistema
transkribiranimi | TRANSKRIBIRATI - zapisati črke, znake s črkami, znaki drugačnega sistema
transkripcijskem | TRANSKRIPCIJSKI - [farm.] v zvezi »transkripcijski dejavnik«: protein, ki lahko deluje na različne gene tako, da se veže na specifična mesta v molekuli DNA in sproži ali uravnava prepisovanje genskih informacij z aktiviranjem ali zaviranjem delovanja encima RNA-polimeraze
transkripcijskih | TRANSKRIPCIJSKI - [farm.] v zvezi »transkripcijski dejavnik«: protein, ki lahko deluje na različne gene tako, da se veže na specifična mesta v molekuli DNA in sproži ali uravnava prepisovanje genskih informacij z aktiviranjem ali zaviranjem delovanja encima RNA-polimeraze
transkripcijskim | TRANSKRIPCIJSKI - [farm.] v zvezi »transkripcijski dejavnik«: protein, ki lahko deluje na različne gene tako, da se veže na specifična mesta v molekuli DNA in sproži ali uravnava prepisovanje genskih informacij z aktiviranjem ali zaviranjem delovanja encima RNA-polimeraze
transkriptomikah | TRANSKRIPTOMIKA - [farm.] področje biomedicine, ki proučuje transkriptom
transkriptomikam | TRANSKRIPTOMIKA - [farm.] področje biomedicine, ki proučuje transkriptom
translajtanskega | TRANSLAJTANSKI - [pravopis]
translajtanskemu | TRANSLAJTANSKI - [pravopis]
translajtanskima | TRANSLAJTANSKI - [pravopis]
translajtanskimi | TRANSLAJTANSKI - [pravopis]
translatologijah | TRANSLATOLOGIJA - [pravopis]
translatologijam | TRANSLATOLOGIJA - [pravopis]
transliteracijah | TRANSLITERACIJA - zapis črk določene pisave s črkami druge pisave
transliteracijam | TRANSLITERACIJA - zapis črk določene pisave s črkami druge pisave
transliterirajmo | TRANSLITERIRATI - zapisati črke določene pisave s črkami druge pisave
transliterirajta | TRANSLITERIRATI - zapisati črke določene pisave s črkami druge pisave
transliterirajte | TRANSLITERIRATI - zapisati črke določene pisave s črkami druge pisave
transliterirajva | TRANSLITERIRATI - zapisati črke določene pisave s črkami druge pisave
translokacijskem | TRANSLOKACIJSKI - [agr.] v zvezi »translokacijski herbicid«: herbicid z visoko sposobnostjo absorpcije, ki se dobro prenaša in razporeja po rastlini
translokacijskih | TRANSLOKACIJSKI - [agr.] v zvezi »translokacijski herbicid«: herbicid z visoko sposobnostjo absorpcije, ki se dobro prenaša in razporeja po rastlini
translokacijskim | TRANSLOKACIJSKI - [agr.] v zvezi »translokacijski herbicid«: herbicid z visoko sposobnostjo absorpcije, ki se dobro prenaša in razporeja po rastlini
transmembranskem | TRANSMEMBRANSKI - [bot.] v zvezi »transmembranski protein«: membranski protein, ki sega skozi celotno lipidno dvoplast
transmembranskih | TRANSMEMBRANSKI - [bot.] v zvezi »transmembranski protein«: membranski protein, ki sega skozi celotno lipidno dvoplast
transmembranskim | TRANSMEMBRANSKI - [bot.] v zvezi »transmembranski protein«: membranski protein, ki sega skozi celotno lipidno dvoplast
transmisivnostih | TRANSMISIVNOST - [agr.] lastnost snovi, da lahko skoznjo prehaja del sevanja in se izračuna kot razmerje med gostoto energijskega toka vpadlega in prepuščenega sevanja, kar je treba upoštevati pri prenosu sevanja skozi stene rastlinjakov ali v spodnje plasti rastlinskega pokrova
transmisivnostim | TRANSMISIVNOST - [agr.] lastnost snovi, da lahko skoznjo prehaja del sevanja in se izračuna kot razmerje med gostoto energijskega toka vpadlega in prepuščenega sevanja, kar je treba upoštevati pri prenosu sevanja skozi stene rastlinjakov ali v spodnje plasti rastlinskega pokrova
transmisivnostjo | TRANSMISIVNOST - [agr.] lastnost snovi, da lahko skoznjo prehaja del sevanja in se izračuna kot razmerje med gostoto energijskega toka vpadlega in prepuščenega sevanja, kar je treba upoštevati pri prenosu sevanja skozi stene rastlinjakov ali v spodnje plasti rastlinskega pokrova
transmisivnostma | TRANSMISIVNOST - [agr.] lastnost snovi, da lahko skoznjo prehaja del sevanja in se izračuna kot razmerje med gostoto energijskega toka vpadlega in prepuščenega sevanja, kar je treba upoštevati pri prenosu sevanja skozi stene rastlinjakov ali v spodnje plasti rastlinskega pokrova
transmisivnostmi | TRANSMISIVNOST - [agr.] lastnost snovi, da lahko skoznjo prehaja del sevanja in se izračuna kot razmerje med gostoto energijskega toka vpadlega in prepuščenega sevanja, kar je treba upoštevati pri prenosu sevanja skozi stene rastlinjakov ali v spodnje plasti rastlinskega pokrova
transnacionalkah | TRANSNACIONALKA - velika gospodarska družba, katere aktivnosti in vpliv segajo prek državnih meja
transnacionalkam | TRANSNACIONALKA - velika gospodarska družba, katere aktivnosti in vpliv segajo prek državnih meja
transnacionalnem | TRANSNACIONALEN - ki z dejavnostjo in vplivom presega meje in druge dejavnike države
transnacionalnih | TRANSNACIONALEN - ki z dejavnostjo in vplivom presega meje in druge dejavnike države
transnacionalnim | TRANSNACIONALEN - ki z dejavnostjo in vplivom presega meje in druge dejavnike države
transparentnosti | TRANSPARENTNOST - lastnost jasno in javno izvajanega, vidnega in izraženega
transparentpapir | [sinonimni]
transpeptidazama | TRANSPEPTIDAZA - > VEZOČ - [farm.] v zvezi »penicilin vezoči proteini«: bakterijske transpeptidaze, ki katalizirajo premreženje, zadnjo stopnjo biosinteze peptidoglikana, njihovi kovalentni ireverzibilni zaviralci so penicilini in cefalosporini
transpeptidazami | TRANSPEPTIDAZA - > VEZOČ - [farm.] v zvezi »penicilin vezoči proteini«: bakterijske transpeptidaze, ki katalizirajo premreženje, zadnjo stopnjo biosinteze peptidoglikana, njihovi kovalentni ireverzibilni zaviralci so penicilini in cefalosporini
transpiracijskem | TRANSPIRACIJSKI - [bot.] v zvezi »transpiracijski tok«: tok vode po prevajalnem sistemu, ki ga omogočajo razlike v vodnem potencialu med različnimi deli rastline
transpiracijskih | TRANSPIRACIJSKI - [bot.] v zvezi »transpiracijski tok«: tok vode po prevajalnem sistemu, ki ga omogočajo razlike v vodnem potencialu med različnimi deli rastline
transpiracijskim | TRANSPIRACIJSKI - [bot.] v zvezi »transpiracijski tok«: tok vode po prevajalnem sistemu, ki ga omogočajo razlike v vodnem potencialu med različnimi deli rastline
transplantacijah | TRANSPLANTACIJA
transplantacijam | TRANSPLANTACIJA
transplantirajmo | TRANSPLANTIRATI - narediti, da pride tkivo, organ na drugo mesto telesa ali v drug organizem
transplantirajta | TRANSPLANTIRATI - narediti, da pride tkivo, organ na drugo mesto telesa ali v drug organizem
transplantirajte | TRANSPLANTIRATI - narediti, da pride tkivo, organ na drugo mesto telesa ali v drug organizem
transplantirajva | TRANSPLANTIRATI - narediti, da pride tkivo, organ na drugo mesto telesa ali v drug organizem
transplantiranem | TRANSPLANTIRATI - narediti, da pride tkivo, organ na drugo mesto telesa ali v drug organizem
transplantiranih | TRANSPLANTIRATI - narediti, da pride tkivo, organ na drugo mesto telesa ali v drug organizem
transplantiranim | TRANSPLANTIRATI - narediti, da pride tkivo, organ na drugo mesto telesa ali v drug organizem
transplantologij | TRANSPLANTOLOGIJA - [sinonimni]
transponirajočem | TRANSPONIRATI - zapisati ali izvesti skladbo poljuben interval nižje ali višje od prvotnega
transponirajočih | TRANSPONIRATI - zapisati ali izvesti skladbo poljuben interval nižje ali višje od prvotnega
transponirajočim | TRANSPONIRATI - zapisati ali izvesti skladbo poljuben interval nižje ali višje od prvotnega
transponiranosti | TRANSPONIRANOST - [pravopis]
transportirancem | TRANSPORTIRANEC - kdor je transportiran
transportirancev | TRANSPORTIRANEC - kdor je transportiran
transportirancih | TRANSPORTIRANEC - kdor je transportiran
transportirančev | [pravopis]
transportiranega | TRANSPORTIRATI - prepeljavati, navadno kaj večjega, težjega
transportiranemu | TRANSPORTIRATI - prepeljavati, navadno kaj večjega, težjega
transportiranima | TRANSPORTIRATI - prepeljavati, navadno kaj večjega, težjega
transportiranimi | TRANSPORTIRATI - prepeljavati, navadno kaj večjega, težjega
transportiranjem | TRANSPORTIRANJE - glagolnik od transportirati
transportiranjih | TRANSPORTIRANJE - glagolnik od transportirati
transportirankah | TRANSPORTIRANKA - [pravopis]
transportirankam | TRANSPORTIRANKA - [pravopis]
transportiranost | [pravopis]
transseksualcema | TRANSSEKSUALEC - komur so s pomočjo hormonske terapije in operacije spremenili spol
transseksualkama | TRANSSEKSUALKA - ženska, ki je bila pred hormonsko in kirurško spremembo spola moški
transseksualkami | TRANSSEKSUALKA - ženska, ki je bila pred hormonsko in kirurško spremembo spola moški
transseksualnega | TRANSSEKSUALEN - nanašajoč se na transseksualce ali transseksualnost
transseksualnemu | TRANSSEKSUALEN - nanašajoč se na transseksualce ali transseksualnost
transseksualnima | TRANSSEKSUALEN - nanašajoč se na transseksualce ali transseksualnost
transseksualnimi | TRANSSEKSUALEN - nanašajoč se na transseksualce ali transseksualnost
transseksualnost | hormonska in kirurška sprememba spola
transspolnostima | TRANSSPOLNOST - [esskj] stanje, občutje koga, da se njegova spolna identiteta ne ujema s spolom, opredeljenim, pripisanim ob rojstvu
transvestitskega | TRANSVESTITSKI - nanašajoč se na transvestite
transvestitskemu | TRANSVESTITSKI - nanašajoč se na transvestite
transvestitskima | TRANSVESTITSKI - nanašajoč se na transvestite
transvestitskimi | TRANSVESTITSKI - nanašajoč se na transvestite
tranzistorirajmo | TRANZISTORIRATI - opremiti s tranzistorji
tranzistorirajta | TRANZISTORIRATI - opremiti s tranzistorji
tranzistorirajte | TRANZISTORIRATI - opremiti s tranzistorji
tranzistorirajva | TRANZISTORIRATI - opremiti s tranzistorji
tranzistoriranem | TRANZISTORIRATI - opremiti s tranzistorji
tranzistoriranih | TRANZISTORIRATI - opremiti s tranzistorji
tranzistoriranim | TRANZISTORIRATI - opremiti s tranzistorji
tranzistoriziraj | TRANZISTORIZIRATI - opremiti s tranzistorji
tranzistoriziral | TRANZISTORIZIRATI - opremiti s tranzistorji
tranzistoriziram | TRANZISTORIZIRATI - opremiti s tranzistorji
tranzistoriziran | TRANZISTORIZIRATI - opremiti s tranzistorji
tranzistoriziraš | TRANZISTORIZIRATI - opremiti s tranzistorji
tranzistorizirat | TRANZISTORIZIRATI - opremiti s tranzistorji
tranzitivnostima | TRANZITIVNOST - lastnost, značilnost tranzitivnega
trapezoedričnega | TRAPEZOEDRIČEN - [gem.] v zvezi »heksagonalno trapezoedrični razred«: simetrijski razred heksagonalnega sistema z eno šestštevno vertikalno osjo simetrije, ki sovpada s četrto kristalografsko osjo in šestimi horizontalnimi dvoštevnimi osmi, ki se sekajo pod kotom 30°
trapezoedričnemu | TRAPEZOEDRIČEN - [gem.] v zvezi »heksagonalno trapezoedrični razred«: simetrijski razred heksagonalnega sistema z eno šestštevno vertikalno osjo simetrije, ki sovpada s četrto kristalografsko osjo in šestimi horizontalnimi dvoštevnimi osmi, ki se sekajo pod kotom 30°
trapezoedričnima | TRAPEZOEDRIČEN - [gem.] v zvezi »heksagonalno trapezoedrični razred«: simetrijski razred heksagonalnega sistema z eno šestštevno vertikalno osjo simetrije, ki sovpada s četrto kristalografsko osjo in šestimi horizontalnimi dvoštevnimi osmi, ki se sekajo pod kotom 30°
trapezoedričnimi | TRAPEZOEDRIČEN - [gem.] v zvezi »heksagonalno trapezoedrični razred«: simetrijski razred heksagonalnega sistema z eno šestštevno vertikalno osjo simetrije, ki sovpada s četrto kristalografsko osjo in šestimi horizontalnimi dvoštevnimi osmi, ki se sekajo pod kotom 30°
travmatiziranega | TRAVMATIZIRATI - povzročiti, da ima kdo (duševno) travmo
